target_name,target_context,connection_name,connection_context,relationship_type,evidence_note,source_url
Melissa Moore,former Moderna chief scientific officer,Stephane Bancel,Moderna CEO,colleague,Moderna scientific leadership,https://en.wikipedia.org/wiki/Moderna
Leonard Schleifer,Regeneron cofounder and CEO,George Yancopoulos,Regeneron cofounder and president,cofounder,Cofounded Regeneron in 1988; four-decade partnership,https://en.wikipedia.org/wiki/Leonard_Schleifer
George Yancopoulos,Regeneron cofounder and chief scientific officer,Leonard Schleifer,Regeneron cofounder and CEO,cofounder,Regeneron cofounders 1988,https://en.wikipedia.org/wiki/George_Yancopoulos
Katrine Bosley,"former Editas CEO, biotech executive",Feng Zhang,Editas cofounder,colleague,Led Editas Medicine as CEO,https://en.wikipedia.org/wiki/Editas_Medicine
Rahul Singhvi,National Resilience cofounder and CEO,Robert Langer,MIT Institute Professor,colleague,Cofounded Resilience within the Flagship/Langer ecosystem,https://en.wikipedia.org/wiki/Robert_Langer
Nina Tandon,EpiBone cofounder and CEO,Sarindr Bhumiratana,EpiBone cofounder,cofounder,Columbia labmates; EpiBone cofounders,https://en.wikipedia.org/wiki/EpiBone
Sarah Gilbert,"Oxford vaccinologist, Vaccitech cofounder",Adrian Hill,"Oxford vaccinologist, Vaccitech cofounder",cofounder,Codeveloped the Oxford-AstraZeneca vaccine; Vaccitech cofounders,https://en.wikipedia.org/wiki/Sarah_Gilbert
Sarah Gilbert,Oxford vaccinologist,Pascal Soriot,AstraZeneca CEO,colleague,AstraZeneca partnered with Oxford on the COVID vaccine under Soriot,https://en.wikipedia.org/wiki/Pascal_Soriot
Adrian Hill,"Oxford vaccinologist, Vaccitech cofounder",Sarah Gilbert,Oxford vaccinologist,cofounder,Oxford vaccine and Vaccitech cofounders,https://en.wikipedia.org/wiki/Vaccitech
Pascal Soriot,AstraZeneca CEO,Sarah Gilbert,Oxford vaccinologist,colleague,AstraZeneca partnered with Oxford on the COVID vaccine under Soriot,https://en.wikipedia.org/wiki/Pascal_Soriot
Albert Bourla,Pfizer CEO,Ugur Sahin,BioNTech cofounder and CEO,partner,Architected the Pfizer-BioNTech vaccine partnership,https://en.wikipedia.org/wiki/Albert_Bourla
Stanley Qi,"Stanford bioengineer, CRISPRi pioneer",Jennifer Doudna,"Nobel laureate, CRISPR pioneer",colleague,Codeveloped CRISPR interference technology,https://en.wikipedia.org/wiki/Jennifer_Doudna
Trevor Martin,Mammoth Biosciences CEO,Janice Chen,Mammoth Biosciences cofounder and CTO,cofounder,Mammoth Biosciences cofounders,https://en.wikipedia.org/wiki/Mammoth_Biosciences
Trevor Martin,Mammoth Biosciences cofounder and CEO,Jennifer Doudna,"Nobel laureate, Mammoth cofounder",cofounder,Cofounded Mammoth Biosciences with Doudna,https://en.wikipedia.org/wiki/Mammoth_Biosciences
Janice Chen,Mammoth Biosciences cofounder,Lucas Harrington,Mammoth Biosciences cofounder,cofounder,Doudna lab colleagues; Mammoth cofounders,https://en.wikipedia.org/wiki/Mammoth_Biosciences
Janice Chen,Mammoth Biosciences cofounder and CTO,Trevor Martin,Mammoth Biosciences CEO,cofounder,Mammoth Biosciences cofounders,https://en.wikipedia.org/wiki/Mammoth_Biosciences
Lucas Harrington,Mammoth Biosciences cofounder,Janice Chen,Mammoth Biosciences cofounder,cofounder,Doudna lab colleagues; Mammoth cofounders,https://en.wikipedia.org/wiki/Mammoth_Biosciences
Avak Kahvejian,"Flagship Pioneering general partner, serial founder",Noubar Afeyan,Flagship Pioneering founder,colleague,Flagship origination partner; cofounded multiple companies,https://en.wikipedia.org/wiki/Flagship_Pioneering
Geoffrey von Maltzahn,"Flagship general partner, serial founder",Noubar Afeyan,Flagship Pioneering founder,colleague,"Flagship serial cofounder of Indigo, Kaleido, and others",https://en.wikipedia.org/wiki/Flagship_Pioneering
David Berry,"Flagship general partner, serial founder",Robert Langer,MIT Institute Professor,student,Langer lab alumnus; Flagship serial founder,https://en.wikipedia.org/wiki/Flagship_Pioneering
Moungi Bawendi,"Nobel laureate chemist, quantum dot pioneer",Robert Langer,MIT Institute Professor,colleague,MIT faculty; nanomaterials collaborators,https://en.wikipedia.org/wiki/Moungi_Bawendi
Tim Springer,"Harvard immunologist, Moderna early investor",Stephane Bancel,Moderna CEO,investor,Early Moderna investor who backed the company before its IPO,https://en.wikipedia.org/wiki/Timothy_Springer
Samir Mitragotri,"Harvard bioengineer, serial founder",Robert Langer,MIT Institute Professor,student,Langer lab alumnus; drug delivery founder,https://en.wikipedia.org/wiki/Robert_Langer
Ana Maria Cuervo,autophagy and aging researcher,David Sinclair,Harvard aging biologist,colleague,Longevity science collaborators,https://en.wikipedia.org/wiki/Biotechnology
Nir Barzilai,"aging researcher, TAME trial leader",David Sinclair,Harvard aging biologist,colleague,Leading longevity researchers and collaborators,https://en.wikipedia.org/wiki/Biotechnology
Cynthia Kenyon,Calico aging biologist,Arthur Levinson,"Calico CEO, former Genentech and Apple chairman",executive,Founded Calico and recruited its scientific leadership,https://en.wikipedia.org/wiki/Arthur_D._Levinson
Cynthia Kenyon,"Calico VP, aging biologist",David Botstein,Calico chief scientific officer,colleague,Calico Labs scientific leadership,https://en.wikipedia.org/wiki/Cynthia_Kenyon
David Botstein,"Calico chief scientific officer, geneticist",Cynthia Kenyon,Calico aging biologist,colleague,Calico Labs scientific leadership,https://en.wikipedia.org/wiki/David_Botstein
Arthur Levinson,"Calico CEO, former Genentech and Apple chairman",Cynthia Kenyon,Calico aging biologist,executive,Founded Calico and recruited its scientific leadership,https://en.wikipedia.org/wiki/Arthur_D._Levinson
Omid Farokhzad,Seer founder,Daniel Anderson,"MIT professor, drug delivery",colleague,Langer lab nanomedicine collaborators,https://en.wikipedia.org/wiki/Robert_Langer
Omid Farokhzad,"Seer founder, nanomedicine pioneer",Robert Langer,MIT Institute Professor,student,"Langer lab alumnus; cofounded BIND, Selecta, and Seer",https://en.wikipedia.org/wiki/Omid_Farokhzad
Ram Sasisekharan,"MIT bioengineering professor, serial founder",Robert Langer,MIT Institute Professor,colleague,MIT bioengineering colleague and cofounder of Momenta,https://en.wikipedia.org/wiki/Ram_Sasisekharan
Jonathan Rothberg,serial genomics entrepreneur,Aaron Kimball,"Butterfly Network CTO, Rothberg company",colleague,Built Butterfly Network within the Rothberg ecosystem,https://en.wikipedia.org/wiki/Butterfly_Network
Jonathan Rothberg,"454 and Ion Torrent founder, serial genomics entrepreneur",Jay Flatley,former Illumina CEO,colleague,Rival and peer genomics-platform pioneers,https://en.wikipedia.org/wiki/Jonathan_Rothberg
Stephen Hoge,Moderna president,Noubar Afeyan,Flagship Pioneering founder,colleague,Moderna leadership under its Flagship cofounder,https://en.wikipedia.org/wiki/Moderna
Stephen Hoge,Moderna president,Stephane Bancel,Moderna CEO,executive,Longtime Moderna president and deputy,https://en.wikipedia.org/wiki/Moderna
Ozlem Tureci,BioNTech cofounder and CMO,Christoph Huber,"oncologist, BioNTech cofounder",cofounder,BioNTech cofounders 2008,https://en.wikipedia.org/wiki/%C3%96zlem_T%C3%BCreci
Ozlem Tureci,BioNTech cofounder and CMO,Ugur Sahin,BioNTech cofounder and CEO,spouse,Married scientific partners; cofounded BioNTech in 2008,https://en.wikipedia.org/wiki/%C3%96zlem_T%C3%BCreci
Daniel Anderson,"MIT professor, drug delivery",Omid Farokhzad,Seer founder,colleague,Langer lab nanomedicine collaborators,https://en.wikipedia.org/wiki/Robert_Langer
Daniel Anderson,"MIT professor, drug delivery",Robert Langer,"MIT Institute Professor, most-cited engineer, serial biotech founder",colleague,Longtime Langer lab collaborator and cofounder,https://en.wikipedia.org/wiki/Robert_Langer
Keith Joung,"Editas and Beam cofounder, genome editing",David Liu,"Broad Institute, base editing pioneer",cofounder,"Cofounded Editas, Beam, and Prime Medicine",https://en.wikipedia.org/wiki/David_Liu_(chemist)
Keith Joung,Editas cofounder,Feng Zhang,"Broad Institute, serial CRISPR founder",cofounder,Editas Medicine cofounders,https://en.wikipedia.org/wiki/Editas_Medicine
Martin Jinek,"structural biologist, Caribou cofounder",Jennifer Doudna,"Nobel laureate, CRISPR pioneer",student,Doudna lab; co-authored the 2012 CRISPR-Cas9 paper,https://en.wikipedia.org/wiki/Martin_Jinek
Martin Jinek,"structural biologist, Caribou cofounder",Rachel Haurwitz,Caribou Biosciences cofounder and CEO,cofounder,Doudna lab colleagues; Caribou cofounders,https://en.wikipedia.org/wiki/Caribou_Biosciences
Kenneth Chien,"cardiovascular scientist, Moderna cofounder",Derrick Rossi,Moderna cofounder,cofounder,Moderna scientific cofounders,https://en.wikipedia.org/wiki/Moderna
Phillip Zamore,"RNA biologist, Alnylam cofounder",Phillip Sharp,"Nobel laureate, Alnylam cofounder",cofounder,Alnylam scientific cofounders,https://en.wikipedia.org/wiki/Phillip_Zamore
Paul Schimmel,"Scripps professor, serial biotech cofounder",John Maraganore,former Alnylam CEO,colleague,Alnylam cofounder and repeat biotech collaborator,https://en.wikipedia.org/wiki/Paul_Schimmel
Tom Knight,"MIT engineer, Ginkgo Bioworks cofounder",Jason Kelly,Ginkgo Bioworks CEO,cofounder,MIT mentor and Ginkgo cofounder,https://en.wikipedia.org/wiki/Tom_Knight_(scientist)
Tom Knight,"MIT engineer, Ginkgo cofounder",Reshma Shetty,Ginkgo Bioworks cofounder,cofounder,MIT mentor and Ginkgo cofounder,https://en.wikipedia.org/wiki/Tom_Knight_(scientist)
David Baltimore,"Nobel laureate, Biogen cofounder",Phillip Sharp,"Nobel laureate, Biogen cofounder",cofounder,Biogen cofounders 1978,https://en.wikipedia.org/wiki/David_Baltimore
Vineeta Agarwala,"a16z bio general partner, physician",Jorge Conde,a16z bio general partner,colleague,a16z Bio investing partners,https://en.wikipedia.org/wiki/Andreessen_Horowitz
Vineeta Agarwala,"a16z bio general partner, physician",Nat Turner,Flatiron Health cofounder,colleague,Flatiron and healthcare data ecosystem collaborators,https://en.wikipedia.org/wiki/Flatiron_Health
